Collection Name,path ,Serial No.,Product Name,End use,fabric type,Transparency,Pattern,Color,composition,gsm,collection_changed
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,242,(COTTON RAINBOW II)(242),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Grey,100% Polyester,393,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,243,(COTTON RAINBOW II)(243),Sheer,Sheer,Translucent,Plains and Textures,Grey ,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,244,(COTTON RAINBOW II)(244),"Curtains,Cushions",Jacquard,Opaque,Herringbone,Grey,60% Cotton : 40% Polyester,322,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,245,(COTTON RAINBOW II)(245),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Grey,61% Cotton : 39% Polyester,327,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,246,(COTTON RAINBOW II)(246),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,"Grey, black",61% Cotton : 39% Polyester,327,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,247,(COTTON RAINBOW II)(247),Sheer,Sheer,Transparent,Plains and Textures,Grey,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,248,(COTTON RAINBOW II)(248),"Curtains,Cushions",Jacquard,Opaque,Herringbone,"Grey, black",60% Cotton : 40% Polyester,322,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,249,(COTTON RAINBOW II)(249),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Beige,77% Polyester : 23% Viscose,366,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,250,(COTTON RAINBOW II)(250),Sheer,Sheer,Transparent,Plains and Textures,Yellow,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,251,(COTTON RAINBOW II)(251),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,"orange, brown",100% Polyester,393,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,252,(COTTON RAINBOW II)(252),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Orange,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,253,(COTTON RAINBOW II)(253),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Pink,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,254,(COTTON RAINBOW II)(254),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Red,19% Cotton : 72% Polyester : 9% Viscose,375,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,255,(COTTON RAINBOW II)(255),Sheer,Sheer,Transparent,Plains and Textures,Pink,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,256,(COTTON RAINBOW II)(256),Sheer,Sheer,Transparent,Plains and Textures,Purple ,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,257,(COTTON RAINBOW II)(257),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Red,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,258,(COTTON RAINBOW II)(258),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,"brown, grey",100% Polyester,419,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 1/Damask,259,(COTTON RAINBOW II)(259),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Green,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,260,(COTTON RAINBOW II)(260),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Green,77% Polyester : 23% Viscose,366,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,261,(COTTON RAINBOW II)(261),Sheer,Sheer,Transparent,Plains and Textures,Green ,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,262,(COTTON RAINBOW II)(262),Sheer,Sheer,Transparent,Plains and Textures,Green ,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,263,(COTTON RAINBOW II)(263),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Green,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,264,(COTTON RAINBOW II)(264),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Green,100% Polyester,297,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,265,(COTTON RAINBOW II)(265),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Blue,100% Polyester,419,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,266,(COTTON RAINBOW II)(266),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Green,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,267,(COTTON RAINBOW II)(267),Sheer,Sheer,Transparent,Plains and Textures,Blue ,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,268,(COTTON RAINBOW II)(268),Sheer,Sheer,Transparent,Plains and Textures,Green ,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,269,(COTTON RAINBOW II)(269),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Green,61% Cotton : 39% Polyester,327,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,270,(COTTON RAINBOW II)(270),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Green,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,271,(COTTON RAINBOW II)(271),"Curtains,Cushions",Jacquard,Opaque,Herringbone,Green,60% Cotton : 40% Polyester,322,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,272,(COTTON RAINBOW II)(272),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,"Beige, blue",19% Cotton : 72% Polyester : 9% Viscose,375,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,273,(COTTON RAINBOW II)(273),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Beige,80% Cotton : 20% Linen ,394,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,274,(COTTON RAINBOW II)(274),"Curtains,Cushions",Jacquard,Opaque,Plains and Textures,"Beige, blue",77% Polyester : 23% Viscose,366,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,275,(COTTON RAINBOW II)(275),Sheer,Sheer,Transparent,Plains and Textures,Blue,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,276,(COTTON RAINBOW II)(276),Sheer,Sheer,Transparent,Plains and Textures,Blue,100% Polyester,98,cottonrainbow
COTTON RAINBOW II,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,277,(COTTON RAINBOW II)(277),"Sofa,Curtains,Cushions",Jacquard,Opaque,Plains and Textures,Blue,100% Polyester,297,cottonrainbow
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2002,(DAMASKANDPAISLEY 02)(2002),"Curtains,Cushions","Jacquard, Lurex",Opaque,"Damasks and Paisleys, Classical",Blue,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2005,(DAMASKANDPAISLEY 02)(2005),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Blue,91% Polyester : 9% Cotton,283,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2007,(DAMASKANDPAISLEY 02)(2007),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Green,100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2008,(DAMASKANDPAISLEY 02)(2008),"Curtains,Cushions","Jacquard, Lurex",Opaque,"Scroll, classical",Green,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2009,(DAMASKANDPAISLEY 02)(2009),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Green,100% Polyester,252,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2011,(DAMASKANDPAISLEY 02)(2011),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves",Green,100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2013,(DAMASKANDPAISLEY 02)(2013),"Curtains,Cushions",Jacquard,Opaque,"classical, Abstract","Green, Beige",100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2014,(DAMASKANDPAISLEY 02)(2014),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Blue,91% Polyester : 9% Cotton,283,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2016,(DAMASKANDPAISLEY 02)(2016),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, classical",Blue,100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2018,(DAMASKANDPAISLEY 02)(2018),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves",Blue,100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2019,(DAMASKANDPAISLEY 02)(2019),"Curtains,Cushions","Jacquard, Lurex",Opaque,"Scroll, classical",blue,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2022,(DAMASKANDPAISLEY 02)(2022),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Yellow,100% Polyester,252,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2024,(DAMASKANDPAISLEY 02)(2024),"Curtains,Cushions",Jacquard,Opaque,"Classical, Abstract",Yellow,100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2025,(DAMASKANDPAISLEY 02)(2025),"Curtains,Cushions",Jacquard,Opaque,"Classical, Abstract",green,100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2027,(DAMASKANDPAISLEY 02)(2027),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Pink,100% Polyester,258,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2028,(DAMASKANDPAISLEY 02)(2028),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, classical",Pink,100% Polyester,252,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2029,(DAMASKANDPAISLEY 02)(2029),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, classical","Pink, Grey",100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2031,(DAMASKANDPAISLEY 02)(2031),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Floral",Pink,100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2032,(DAMASKANDPAISLEY 02)(2032),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves",Pink,100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2034,(DAMASKANDPAISLEY 02)(2034),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Floral",purple,100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2035,(DAMASKANDPAISLEY 02)(2035),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Pink,91% Polyester : 9% Cotton,283,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2037,(DAMASKANDPAISLEY 02)(2037),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves",orange,100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2038,(DAMASKANDPAISLEY 02)(2038),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,orange,100% Polyester,243,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2039,(DAMASKANDPAISLEY 02)(2039),"Curtains,Cushions","Jacquard, Lurex",Opaque,"Damasks and Paisleys, Abstract","orange, brown",100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2041,(DAMASKANDPAISLEY 02)(2041),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Red,100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2043,(DAMASKANDPAISLEY 02)(2043),"Curtains,Cushions","Jacquard, Lurex",Opaque,Scroll,Red,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2046,(DAMASKANDPAISLEY 02)(2046),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Red,100% Polyester,258,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2048,(DAMASKANDPAISLEY 02)(2048),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,Brown,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2050,(DAMASKANDPAISLEY 02)(2050),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,Brown,100% Polyester,243,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2052,(DAMASKANDPAISLEY 02)(2052),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,"Brown, beige",100% Polyester,258,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2053,(DAMASKANDPAISLEY 02)(2053),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Abstract",beige,100% Polyester,257,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2055,(DAMASKANDPAISLEY 02)(2055),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Brown,100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2058,(DAMASKANDPAISLEY 02)(2058),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, indian",Brown,100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2059,(DAMASKANDPAISLEY 02)(2059),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,"beige, grey",100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2061,(DAMASKANDPAISLEY 02)(2061),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, indian",beige,61% Polyester : 39% Cotton,260,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2062,(DAMASKANDPAISLEY 02)(2062),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Grey,100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2064,(DAMASKANDPAISLEY 02)(2064),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",beige,100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2066,(DAMASKANDPAISLEY 02)(2066),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,beige,100% Polyester,243,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2068,(DAMASKANDPAISLEY 02)(2068),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Floral","beige, grey",100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2069,(DAMASKANDPAISLEY 02)(2069),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, indian",beige,61% Polyester : 39% Cotton,260,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2070,(DAMASKANDPAISLEY 02)(2070),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical","grey, beige",100% Polyester,252,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2072,(DAMASKANDPAISLEY 02)(2072),"Curtains,Cushions",Jacquard,Opaque,"indian, classical",beige,91% Polyester : 9% Cotton,283,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2075,(DAMASKANDPAISLEY 02)(2075),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves","cream, beige",100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2076,(DAMASKANDPAISLEY 02)(2076),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,beige,100% Polyester,243,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2078,(DAMASKANDPAISLEY 02)(2078),"Curtains,Cushions",Jacquard,Opaque,"indian, classical","cream, beige",91% Polyester : 9% Cotton,283,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2079,(DAMASKANDPAISLEY 02)(2079),"Curtains,Cushions","Jacquard, Lurex",Opaque,"Scroll, classical",beige,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2081,(DAMASKANDPAISLEY 02)(2081),Sheer,"Sheer, Embroidery",Transparent,indian,beige,100% Polyester with Emb.,168,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2082,(DAMASKANDPAISLEY 02)(2082),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,beige,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2083,(DAMASKANDPAISLEY 02)(2083),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical",Beige,100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2084,(DAMASKANDPAISLEY 02)(2084),"Curtains,Cushions","Jacquard, Lurex",Opaque,"Scroll, classical",Beige,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2086,(DAMASKANDPAISLEY 02)(2086),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Beige,100% Polyester,252,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2087,(DAMASKANDPAISLEY 02)(2087),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,Beige,100% Polyester,243,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Damask and Paisley 2/Damask & Paisley,2088,(DAMASKANDPAISLEY 02)(2088),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Floral",Beige,100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2089,(DAMASKANDPAISLEY 02)(2089),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,"cream, white",100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2091,(DAMASKANDPAISLEY 02)(2091),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Abstract","cream, white",100% Polyester,257,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2092,(DAMASKANDPAISLEY 02)(2092),"Curtains,Cushions",Jacquard,Opaque,"indian, classical","cream, white",100% Polyester,259,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2093,(DAMASKANDPAISLEY 02)(2093),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Classical","cream, white",100% Polyester,252,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2094,(DAMASKANDPAISLEY 02)(2094),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Floral","cream, white",100% Polyester,261,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2096,(DAMASKANDPAISLEY 02)(2096),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,"cream, white",100% Polyester,258,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2099,(DAMASKANDPAISLEY 02)(2099),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves",beige,100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2100,(DAMASKANDPAISLEY 02)(2100),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Grey,100% Polyester,265,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2101,(DAMASKANDPAISLEY 02)(2101),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Abstract",Grey,100% Polyester,257,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2102,(DAMASKANDPAISLEY 02)(2102),"Curtains,Cushions",Jacquard,Opaque,"Ogee, Floral, Leaves",Grey,100% Polyester,262,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2103,(DAMASKANDPAISLEY 02)(2103),"Curtains,Cushions",Jacquard,Opaque,Damasks and Paisleys,Grey,100% Polyester,258,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2104,(DAMASKANDPAISLEY 02)(2104),"Curtains,Cushions","Jacquard, Lurex",Opaque,Damasks and Paisleys,Grey,100% Polyester,217,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2105,(DAMASKANDPAISLEY 02)(2105),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, Abstract",Grey,100% Polyester,257,damaskandpaisley
DAMASKANDPAISLEY 02,/content/drive/MyDrive/Scan JD shadecards/Drapery Textures 2/Drapery Textures,2106,(DAMASKANDPAISLEY 02)(2106),"Curtains,Cushions",Jacquard,Opaque,"Damasks and Paisleys, indian",Grey,100% Polyester,261,damaskandpaisley
